Primary Type,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,Year,Month,Day,Hour,DayOfWeek
BATTERY,RESIDENCE,False,False,933,9.0,16.0,61.0,2004,3,10,18,Wednesday
THEFT,COMMERCIAL / BUSINESS OFFICE,False,False,124,1.0,42.0,32.0,2004,7,1,12,Thursday
THEFT,OTHER,False,False,1731,17.0,31.0,16.0,2003,1,29,11,Wednesday
THEFT,APARTMENT,False,False,1122,11.0,28.0,26.0,2003,7,3,12,Thursday
THEFT,FACTORY/MANUFACTURING BUILDING,False,False,524,5.0,34.0,53.0,2004,5,23,10,Sunday
DECEPTIVE PRACTICE,OTHER,False,False,723,7.0,17.0,68.0,2002,9,10,8,Tuesday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,True,1724,17.0,33.0,16.0,2004,7,13,0,Tuesday
THEFT,RESIDENCE,False,False,722,7.0,20.0,68.0,2001,8,26,9,Sunday
THEFT,APARTMENT,False,False,1111,11.0,37.0,23.0,2004,1,31,9,Saturday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,True,1634,16.0,38.0,15.0,2004,1,1,0,Thursday
THEFT,STREET,False,False,814,8.0,23.0,56.0,2001,2,1,0,Thursday
THEFT,PARKING LOT/GARAGE(NON.RESID.),False,False,331,3.0,5.0,41.0,2004,9,18,17,Saturday
MOTOR VEHICLE THEFT,STREET,False,False,732,7.0,17.0,68.0,2004,7,13,20,Tuesday
THEFT,RESIDENCE,False,False,912,9.0,14.0,58.0,2001,11,1,0,Thursday
MOTOR VEHICLE THEFT,STREET,False,False,531,5.0,9.0,49.0,2004,9,10,12,Friday
THEFT,RESIDENCE,False,False,825,8.0,15.0,66.0,2001,9,10,0,Monday
MOTOR VEHICLE THEFT,STREET,False,False,713,7.0,16.0,67.0,2004,3,10,7,Wednesday
MOTOR VEHICLE THEFT,STREET,False,False,713,7.0,16.0,67.0,2004,6,11,19,Friday
THEFT,APARTMENT,False,False,332,3.0,5.0,43.0,2003,10,1,12,Wednesday
THEFT,RESIDENCE,False,True,712,7.0,16.0,68.0,2001,6,1,9,Friday
THEFT,RESIDENCE,False,False,624,6.0,8.0,44.0,2004,2,4,9,Wednesday
THEFT,DEPARTMENT STORE,False,False,1832,18.0,42.0,8.0,2004,11,1,8,Monday
THEFT,SMALL RETAIL STORE,False,False,723,7.0,6.0,68.0,2004,10,4,16,Monday
THEFT,RESIDENCE,False,False,511,5.0,9.0,49.0,2004,7,1,0,Thursday
THEFT,RESIDENCE,False,False,811,8.0,23.0,56.0,2001,8,1,12,Wednesday
THEFT,APARTMENT,False,False,333,3.0,5.0,43.0,2002,9,13,12,Friday
DECEPTIVE PRACTICE,"SCHOOL, PRIVATE, GROUNDS",True,False,2432,24.0,49.0,1.0,2001,1,1,12,Monday
DECEPTIVE PRACTICE,COMMERCIAL / BUSINESS OFFICE,False,False,112,1.0,2.0,32.0,2004,8,1,9,Sunday
OTHER OFFENSE,GROCERY FOOD STORE,False,False,921,9.0,3.0,61.0,2004,9,30,0,Thursday
THEFT,RESIDENCE,False,False,814,8.0,23.0,56.0,2004,2,6,12,Friday
THEFT,RESIDENCE,False,False,621,6.0,17.0,69.0,2003,1,15,8,Wednesday
THEFT,RESIDENCE,False,False,1411,14.0,35.0,21.0,2002,1,1,9,Tuesday
THEFT,COMMERCIAL / BUSINESS OFFICE,False,False,2113,2.0,3.0,35.0,2004,1,5,12,Monday
THEFT,RESIDENCE,False,False,522,5.0,34.0,49.0,2003,5,1,8,Thursday
THEFT,COMMERCIAL / BUSINESS OFFICE,True,False,2323,19.0,46.0,6.0,2004,1,1,16,Thursday
THEFT,RESIDENCE,False,False,2413,24.0,40.0,2.0,2002,9,19,8,Thursday
THEFT,RESIDENCE,False,False,1424,14.0,1.0,24.0,2003,1,26,0,Sunday
BATTERY,RESIDENCE,False,False,932,9.0,16.0,61.0,2004,5,2,12,Sunday
BATTERY,"SCHOOL, PUBLIC, BUILDING",False,False,931,9.0,20.0,61.0,2004,5,10,8,Monday
THEFT,RESIDENCE,False,False,824,8.0,16.0,63.0,2004,10,4,13,Monday
SEX OFFENSE,CHA APARTMENT,False,False,1823,18.0,27.0,8.0,2002,8,27,0,Tuesday
THEFT,RESIDENCE,False,False,2534,25.0,30.0,20.0,2002,1,1,0,Tuesday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,2521,25.0,31.0,19.0,2004,1,1,0,Thursday
THEFT,RESIDENCE,False,True,433,4.0,10.0,55.0,2004,11,20,14,Saturday
THEFT,RESIDENCE,False,False,2123,2.0,4.0,39.0,2004,8,1,0,Sunday
THEFT,RESIDENCE,False,False,731,7.0,6.0,69.0,2003,10,1,0,Wednesday
THEFT,RESIDENCE,False,False,2512,25.0,37.0,19.0,2001,1,1,9,Monday
THEFT,RESIDENCE,False,False,1732,17.0,30.0,21.0,2001,6,9,20,Saturday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,2234,22.0,34.0,75.0,2004,1,1,0,Thursday
THEFT,RESIDENCE,False,False,2012,20.0,40.0,4.0,2004,12,3,0,Friday
DECEPTIVE PRACTICE,RESIDENCE,False,False,1932,19.0,32.0,6.0,2004,1,1,12,Thursday
THEFT,APARTMENT,False,False,424,4.0,7.0,46.0,2002,6,3,12,Monday
DECEPTIVE PRACTICE,COMMERCIAL / BUSINESS OFFICE,False,False,1233,12.0,25.0,31.0,2003,12,9,9,Tuesday
THEFT,RESIDENCE,False,False,1522,15.0,29.0,25.0,2003,5,1,12,Thursday
THEFT,APARTMENT,False,False,1312,12.0,26.0,24.0,2001,2,28,0,Wednesday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,True,1511,15.0,29.0,25.0,2004,1,1,0,Thursday
THEFT,RESIDENCE,False,False,1733,17.0,33.0,16.0,2001,4,15,15,Sunday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,1222,12.0,25.0,31.0,2002,9,1,0,Sunday
THEFT,APARTMENT,False,False,715,7.0,15.0,67.0,2002,10,1,15,Tuesday
THEFT,RESIDENCE,False,False,2533,25.0,37.0,25.0,2001,1,1,9,Monday
THEFT,APARTMENT,False,False,814,8.0,23.0,56.0,2002,2,2,0,Saturday
THEFT,RESIDENCE,False,False,1421,14.0,35.0,22.0,2003,2,1,15,Saturday
CRIM SEXUAL ASSAULT,RESIDENCE,False,True,1125,11.0,2.0,28.0,2003,1,1,0,Wednesday
OFFENSE INVOLVING CHILDREN,"SCHOOL, PUBLIC, GROUNDS",False,False,831,8.0,15.0,66.0,2003,1,2,0,Thursday
THEFT,RESIDENCE,False,False,2213,22.0,19.0,72.0,2003,7,1,9,Tuesday
THEFT,RESIDENCE,False,False,2514,25.0,31.0,19.0,2004,3,1,9,Monday
THEFT,RESIDENCE,False,False,512,5.0,9.0,49.0,2003,12,19,9,Friday
THEFT,RESIDENCE,False,False,2423,24.0,49.0,1.0,2003,7,29,8,Tuesday
THEFT,RESIDENCE,False,False,2532,25.0,37.0,25.0,2001,5,30,12,Wednesday
THEFT,APARTMENT,False,False,2131,2.0,5.0,41.0,2001,11,1,12,Thursday
THEFT,COMMERCIAL / BUSINESS OFFICE,True,False,112,1.0,2.0,32.0,2003,1,1,0,Wednesday
THEFT,RESIDENCE,False,False,522,5.0,34.0,49.0,2003,11,25,9,Tuesday
THEFT,RESIDENCE,False,False,932,9.0,16.0,61.0,2001,1,1,0,Monday
DECEPTIVE PRACTICE,RESIDENCE,False,False,333,3.0,5.0,43.0,2002,10,2,1,Wednesday
THEFT,STREET,False,False,431,4.0,7.0,51.0,2001,12,1,0,Saturday
THEFT,APARTMENT,False,False,321,3.0,20.0,42.0,2003,1,1,0,Wednesday
THEFT,RESIDENCE,False,False,711,7.0,20.0,68.0,2004,2,1,14,Sunday
OFFENSE INVOLVING CHILDREN,RESIDENCE,True,False,1724,17.0,33.0,14.0,2002,12,18,0,Wednesday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,1034,10.0,25.0,31.0,2003,1,1,0,Wednesday
THEFT,RESIDENCE,False,False,712,7.0,16.0,68.0,2003,7,15,0,Tuesday
THEFT,RESIDENCE,False,False,431,4.0,7.0,51.0,2004,6,1,0,Tuesday
DECEPTIVE PRACTICE,STREET,False,False,313,3.0,20.0,42.0,2002,7,1,15,Monday
SEX OFFENSE,VEHICLE NON-COMMERCIAL,False,False,2223,22.0,21.0,73.0,2003,8,1,0,Friday
DECEPTIVE PRACTICE,COMMERCIAL / BUSINESS OFFICE,False,False,113,1.0,42.0,32.0,2004,12,10,10,Friday
OFFENSE INVOLVING CHILDREN,APARTMENT,False,True,532,5.0,9.0,53.0,2002,1,1,21,Tuesday
THEFT,WAREHOUSE,False,False,924,9.0,11.0,60.0,2003,1,1,0,Wednesday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,True,611,6.0,17.0,71.0,2002,4,15,7,Monday
THEFT,RESIDENCE,False,False,2413,24.0,50.0,2.0,2004,3,1,0,Monday
THEFT,RESIDENCE,False,False,723,7.0,17.0,68.0,2004,8,25,8,Wednesday
THEFT,APARTMENT,False,True,2024,20.0,48.0,3.0,2003,5,15,12,Thursday
THEFT,RESIDENCE,False,False,1111,11.0,37.0,23.0,2001,3,31,0,Saturday
THEFT,RESIDENCE,False,False,2311,19.0,46.0,3.0,2004,12,12,11,Sunday
THEFT,RESIDENCE,False,False,2213,22.0,21.0,73.0,2003,1,5,9,Sunday
THEFT,OTHER,False,False,1412,14.0,35.0,22.0,2002,1,1,0,Tuesday
NARCOTICS,STREET,True,False,531,5.0,9.0,49.0,2004,12,9,12,Thursday
THEFT,RESIDENCE,False,False,2534,25.0,30.0,23.0,2003,11,1,9,Saturday
THEFT,RESIDENCE,False,False,2412,24.0,50.0,2.0,2004,1,3,0,Saturday
THEFT,RESIDENCE,False,False,1421,14.0,35.0,22.0,2004,1,1,0,Thursday
SEX OFFENSE,RESIDENCE,False,False,612,6.0,17.0,71.0,2004,9,1,9,Wednesday
THEFT,ALLEY,False,False,323,3.0,6.0,69.0,2003,8,20,14,Wednesday
THEFT,APARTMENT,False,False,2535,25.0,30.0,23.0,2001,1,1,14,Monday
THEFT,RESIDENCE,False,False,2413,24.0,50.0,2.0,2004,3,4,0,Thursday
OTHER OFFENSE,RESIDENCE,False,False,1932,19.0,44.0,6.0,2004,1,1,0,Thursday
OTHER OFFENSE,RESIDENCE,False,False,2323,19.0,46.0,6.0,2001,11,1,0,Thursday
DECEPTIVE PRACTICE,RESIDENCE,False,False,1512,15.0,29.0,25.0,2001,7,1,0,Sunday
THEFT,RESIDENCE,False,False,324,3.0,5.0,43.0,2001,10,1,0,Monday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,423,4.0,7.0,46.0,2003,1,1,0,Wednesday
THEFT,RESIDENCE,False,False,2413,24.0,40.0,2.0,2003,1,1,0,Wednesday
THEFT,RESIDENCE,False,False,815,8.0,23.0,57.0,2003,12,1,0,Monday
THEFT,RESIDENCE,False,False,1931,19.0,32.0,5.0,2001,12,27,9,Thursday
THEFT,RESIDENCE,False,False,911,9.0,14.0,63.0,2003,10,10,0,Friday
THEFT,RESIDENCE,False,False,1414,14.0,26.0,22.0,2004,2,4,0,Wednesday
THEFT,RESIDENCE,False,False,411,4.0,8.0,45.0,2003,5,3,0,Saturday
THEFT,RESIDENCE,False,False,511,5.0,9.0,49.0,2003,2,19,12,Wednesday
THEFT,RESIDENCE,False,False,414,4.0,7.0,46.0,2003,10,1,0,Wednesday
THEFT,RESIDENCE,False,False,632,6.0,6.0,44.0,2004,8,31,0,Tuesday
THEFT,RESIDENCE,False,False,923,9.0,11.0,60.0,2003,1,6,9,Monday
OFFENSE INVOLVING CHILDREN,APARTMENT,False,True,1133,11.0,24.0,29.0,2003,1,1,0,Wednesday
THEFT,OTHER,False,False,2512,25.0,36.0,18.0,2002,1,1,0,Tuesday
THEFT,RESIDENCE,False,False,1813,18.0,43.0,7.0,2002,8,26,0,Monday
THEFT,RESIDENCE,False,False,1231,12.0,2.0,28.0,2003,11,20,9,Thursday
DECEPTIVE PRACTICE,BANK,False,False,111,1.0,2.0,28.0,2004,3,18,9,Thursday
THEFT,APARTMENT,False,True,713,7.0,16.0,67.0,2002,1,15,18,Tuesday
THEFT,RESIDENCE,False,False,1832,18.0,42.0,8.0,2004,8,31,0,Tuesday
THEFT,RESIDENCE,False,False,313,3.0,20.0,42.0,2004,1,1,0,Thursday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,2123,2.0,4.0,36.0,2002,1,1,0,Tuesday
THEFT,RESIDENCE,False,False,1531,15.0,37.0,25.0,2002,1,3,9,Thursday
THEFT,OTHER,False,False,1211,12.0,2.0,28.0,2003,11,12,12,Wednesday
THEFT,RESIDENCE,False,False,1511,15.0,29.0,25.0,2003,11,1,12,Saturday
THEFT,COLLEGE/UNIVERSITY GROUNDS,False,False,2133,2.0,5.0,41.0,2002,1,17,18,Thursday
SEX OFFENSE,RESIDENCE,False,False,1122,11.0,28.0,27.0,2003,1,1,0,Wednesday
THEFT,RESIDENCE,False,False,933,9.0,16.0,61.0,2001,10,1,0,Monday
OFFENSE INVOLVING CHILDREN,APARTMENT,False,True,1012,10.0,24.0,29.0,2003,9,1,0,Monday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,2524,25.0,35.0,22.0,2003,1,1,0,Wednesday
THEFT,RESIDENCE,False,False,825,8.0,15.0,66.0,2002,11,11,8,Monday
THEFT,RESIDENCE,False,False,414,4.0,8.0,43.0,2003,1,1,9,Wednesday
THEFT,RESIDENCE,False,False,912,9.0,12.0,58.0,2003,4,30,9,Wednesday
THEFT,OTHER,False,False,713,7.0,16.0,67.0,2001,1,1,0,Monday
THEFT,RESIDENCE,False,False,2311,19.0,46.0,3.0,2003,6,17,0,Tuesday
THEFT,RESIDENCE,False,False,2222,22.0,21.0,73.0,2001,3,1,8,Thursday
THEFT,RESIDENCE,False,False,1111,11.0,37.0,23.0,2003,6,1,11,Sunday
THEFT,RESIDENCE,False,False,632,6.0,6.0,44.0,2003,6,15,0,Sunday
THEFT,RESIDENCE,False,False,412,4.0,8.0,48.0,2003,5,27,8,Tuesday
THEFT,RESIDENCE,False,False,2521,25.0,31.0,19.0,2003,8,28,9,Thursday
OTHER OFFENSE,STREET,True,True,1421,14.0,1.0,24.0,2002,11,2,8,Saturday
OFFENSE INVOLVING CHILDREN,RESIDENCE,True,True,832,8.0,15.0,66.0,2003,1,1,0,Wednesday
BATTERY,STREET,False,False,1933,19.0,43.0,7.0,2003,11,3,0,Monday
THEFT,RESIDENCE,False,False,2232,22.0,34.0,73.0,2003,3,1,0,Saturday
THEFT,RESIDENCE,False,False,825,8.0,15.0,66.0,2003,1,1,8,Wednesday
MOTOR VEHICLE THEFT,STREET,False,False,1513,15.0,29.0,25.0,2004,12,2,12,Thursday
DECEPTIVE PRACTICE,COMMERCIAL / BUSINESS OFFICE,False,False,1611,16.0,45.0,10.0,2004,6,25,18,Friday
THEFT,SMALL RETAIL STORE,False,False,2514,25.0,30.0,19.0,2003,3,27,15,Thursday
THEFT,RESIDENCE,False,False,731,7.0,6.0,69.0,2003,11,1,0,Saturday
THEFT,RESIDENCE,False,False,1132,11.0,24.0,26.0,2003,10,25,0,Saturday
THEFT,RESIDENCE,False,False,1834,18.0,42.0,8.0,2003,11,4,12,Tuesday
OTHER OFFENSE,RESIDENCE,False,False,1323,12.0,27.0,24.0,2004,5,15,7,Saturday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,True,1034,10.0,25.0,31.0,2002,12,20,0,Friday
THEFT,RESIDENCE,False,False,422,4.0,7.0,46.0,2003,1,1,0,Wednesday
THEFT,COMMERCIAL / BUSINESS OFFICE,True,False,113,1.0,42.0,32.0,2003,5,16,8,Friday
THEFT,RESIDENCE,False,False,1732,17.0,39.0,16.0,2004,11,12,0,Friday
MOTOR VEHICLE THEFT,ALLEY,False,False,725,7.0,15.0,67.0,2004,10,24,17,Sunday
SEX OFFENSE,RESIDENCE,True,False,2324,19.0,44.0,6.0,2003,2,1,18,Saturday
DECEPTIVE PRACTICE,COMMERCIAL / BUSINESS OFFICE,False,False,1821,18.0,43.0,8.0,2002,1,1,8,Tuesday
THEFT,RESIDENCE,False,False,1222,12.0,25.0,31.0,2004,6,30,23,Wednesday
OFFENSE INVOLVING CHILDREN,RESIDENCE,True,False,821,8.0,14.0,58.0,2004,11,1,0,Monday
THEFT,RESIDENCE,False,False,1031,10.0,22.0,30.0,2003,1,1,0,Wednesday
THEFT,RESIDENCE,False,False,912,9.0,14.0,58.0,2002,11,4,13,Monday
THEFT,APARTMENT,False,False,312,3.0,20.0,42.0,2004,1,1,0,Thursday
THEFT,APARTMENT,False,False,813,8.0,13.0,65.0,2004,4,1,0,Thursday
OFFENSE INVOLVING CHILDREN,RESIDENCE,True,True,614,6.0,18.0,71.0,2003,3,1,9,Saturday
THEFT,STREET,False,False,711,7.0,20.0,68.0,2003,10,1,0,Wednesday
THEFT,RESIDENCE,False,False,1422,14.0,26.0,23.0,2003,1,2,9,Thursday
THEFT,RESIDENCE,False,False,825,8.0,15.0,66.0,2003,9,2,12,Tuesday
THEFT,RESIDENCE,False,False,1331,12.0,2.0,27.0,2004,1,1,0,Thursday
MOTOR VEHICLE THEFT,STREET,False,False,323,3.0,6.0,69.0,2004,11,13,17,Saturday
SEX OFFENSE,"SCHOOL, PUBLIC, BUILDING",False,False,2222,22.0,21.0,73.0,2002,9,9,12,Monday
THEFT,RESIDENCE,False,False,1024,10.0,24.0,30.0,2002,7,17,12,Wednesday
THEFT,RESIDENCE,False,False,923,9.0,25.0,34.0,2003,2,1,8,Saturday
THEFT,RESIDENCE,False,False,823,8.0,15.0,66.0,2003,9,12,9,Friday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,True,813,8.0,13.0,62.0,2003,7,18,0,Friday
THEFT,RESIDENCE,False,False,2232,22.0,34.0,73.0,2003,7,13,12,Sunday
THEFT,RESIDENCE,False,True,511,5.0,6.0,49.0,2002,3,25,0,Monday
THEFT,APARTMENT,True,False,1231,12.0,2.0,28.0,2003,5,2,0,Friday
OTHER OFFENSE,STREET,False,False,413,4.0,7.0,48.0,2003,3,1,0,Saturday
OFFENSE INVOLVING CHILDREN,RESIDENCE,True,False,2023,20.0,48.0,77.0,2002,6,1,18,Saturday
OTHER OFFENSE,RESIDENCE,False,False,222,2.0,3.0,38.0,2004,3,2,0,Tuesday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,True,1132,11.0,24.0,26.0,2003,1,1,0,Wednesday
CRIM SEXUAL ASSAULT,APARTMENT,True,False,1822,18.0,27.0,8.0,2002,1,1,0,Tuesday
THEFT,RESIDENCE,False,False,1323,12.0,27.0,24.0,2002,8,1,0,Thursday
THEFT,APARTMENT,False,False,815,8.0,23.0,57.0,2003,5,4,9,Sunday
THEFT,OTHER,False,False,1731,17.0,30.0,15.0,2003,4,30,9,Wednesday
DECEPTIVE PRACTICE,RESIDENCE,False,False,1923,19.0,44.0,6.0,2004,4,17,0,Saturday
DECEPTIVE PRACTICE,RESIDENCE,False,False,532,5.0,9.0,53.0,2004,2,9,12,Monday
MOTOR VEHICLE THEFT,STREET,False,False,2521,25.0,31.0,19.0,2001,11,20,18,Tuesday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,2534,25.0,30.0,23.0,2003,1,1,0,Wednesday
INTERFERENCE WITH PUBLIC OFFICER,GOVERNMENT BUILDING/PROPERTY,True,False,1033,10.0,12.0,30.0,2004,1,2,9,Friday
SEX OFFENSE,RESIDENCE,False,False,1323,12.0,27.0,24.0,2004,1,1,0,Thursday
DECEPTIVE PRACTICE,RESIDENCE,False,False,1611,16.0,41.0,10.0,2001,7,15,9,Sunday
CRIM SEXUAL ASSAULT,APARTMENT,False,True,1122,11.0,28.0,26.0,2004,6,1,0,Tuesday
OTHER OFFENSE,RESIDENCE,False,True,322,3.0,20.0,69.0,2001,11,25,12,Sunday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,True,914,9.0,12.0,58.0,2002,8,28,22,Wednesday
THEFT,APARTMENT,False,False,1122,11.0,27.0,23.0,2004,9,23,9,Thursday
THEFT,RESIDENCE,False,False,2535,25.0,26.0,23.0,2001,7,1,0,Sunday
OFFENSE INVOLVING CHILDREN,RESIDENCE,True,False,931,9.0,16.0,61.0,2001,8,1,21,Wednesday
DECEPTIVE PRACTICE,RESIDENCE,False,False,331,3.0,5.0,43.0,2003,7,23,9,Wednesday
THEFT,RESIDENCE,False,False,2122,2.0,4.0,35.0,2003,6,6,0,Friday
THEFT,PARKING LOT/GARAGE(NON.RESID.),False,False,1212,12.0,42.0,28.0,2003,7,11,8,Friday
OTHER OFFENSE,RESIDENCE,False,False,1421,14.0,35.0,22.0,2003,11,1,0,Saturday
THEFT,APARTMENT,False,False,2531,25.0,29.0,25.0,2002,9,15,9,Sunday
THEFT,RESIDENCE,False,False,633,6.0,6.0,44.0,2004,10,22,0,Friday
THEFT,RESIDENCE,False,False,513,5.0,9.0,49.0,2001,1,1,8,Monday
DECEPTIVE PRACTICE,RESIDENCE,False,False,624,6.0,6.0,69.0,2003,1,22,0,Wednesday
BURGLARY,WAREHOUSE,False,False,2524,25.0,31.0,20.0,2004,12,12,12,Sunday
THEFT,RESIDENCE,False,False,2132,2.0,5.0,41.0,2002,10,18,12,Friday
CRIMINAL DAMAGE,STREET,False,False,112,1.0,2.0,32.0,2003,12,3,10,Wednesday
THEFT,RESIDENCE,False,False,2123,2.0,4.0,39.0,2002,3,1,0,Friday
THEFT,COMMERCIAL / BUSINESS OFFICE,True,False,124,1.0,42.0,32.0,2004,11,22,0,Monday
THEFT,RESIDENCE,False,False,621,6.0,17.0,68.0,2004,4,1,0,Thursday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,False,1031,10.0,22.0,30.0,2002,1,1,0,Tuesday
CRIMINAL DAMAGE,RESIDENCE,False,False,711,7.0,3.0,68.0,2003,12,6,22,Saturday
THEFT,APARTMENT,False,False,915,9.0,16.0,61.0,2004,3,1,0,Monday
THEFT,APARTMENT,False,False,1511,15.0,29.0,25.0,2002,1,2,9,Wednesday
SEX OFFENSE,RESIDENCE,False,True,631,6.0,8.0,44.0,2004,1,1,0,Thursday
THEFT,STREET,False,False,222,2.0,3.0,38.0,2003,8,1,0,Friday
THEFT,RESIDENCE,False,True,511,5.0,9.0,49.0,2003,10,1,12,Wednesday
THEFT,RESIDENCE,False,False,2522,25.0,31.0,20.0,2003,1,1,0,Wednesday
OFFENSE INVOLVING CHILDREN,RESIDENCE,True,False,612,6.0,21.0,71.0,2004,1,11,0,Sunday
OFFENSE INVOLVING CHILDREN,RESIDENCE,True,False,612,6.0,21.0,71.0,2004,3,10,0,Wednesday
THEFT,APARTMENT,False,False,833,8.0,13.0,65.0,2004,7,6,10,Tuesday
THEFT,RESIDENCE,False,False,911,9.0,14.0,63.0,2002,1,1,0,Tuesday
THEFT,RESIDENCE PORCH/HALLWAY,False,False,1222,12.0,25.0,31.0,2002,12,11,20,Wednesday
THEFT,APARTMENT,False,False,1122,11.0,27.0,23.0,2004,3,1,9,Monday
THEFT,APARTMENT,False,False,725,7.0,17.0,67.0,2001,4,1,11,Sunday
THEFT,RESIDENCE,False,False,2213,22.0,21.0,73.0,2003,10,9,12,Thursday
THEFT,RESIDENCE,False,False,821,8.0,14.0,57.0,2003,6,1,13,Sunday
THEFT,APARTMENT,False,False,513,5.0,9.0,49.0,2001,4,1,15,Sunday
THEFT,APARTMENT,False,False,1511,15.0,29.0,25.0,2003,7,1,10,Tuesday
THEFT,APARTMENT,False,False,1533,15.0,28.0,25.0,2004,7,29,13,Thursday
DECEPTIVE PRACTICE,OTHER,True,False,2212,22.0,19.0,72.0,2004,10,29,9,Friday
THEFT,RESIDENCE,False,False,1531,15.0,37.0,25.0,2002,3,1,0,Friday
SEX OFFENSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1022,10.0,24.0,29.0,2001,5,1,8,Tuesday
CRIM SEXUAL ASSAULT,RESIDENCE,False,False,2535,25.0,30.0,23.0,2004,1,1,0,Thursday
CRIM SEXUAL ASSAULT,RESIDENCE,False,False,824,8.0,16.0,66.0,2002,1,1,0,Tuesday
CRIM SEXUAL ASSAULT,RESIDENCE,False,False,312,3.0,20.0,42.0,2001,1,1,0,Monday
OTHER OFFENSE,STREET,False,False,833,8.0,13.0,65.0,2004,11,25,17,Thursday
THEFT,APARTMENT,False,False,2515,25.0,37.0,19.0,2004,12,31,9,Friday
THEFT,RESIDENCE,False,False,2532,25.0,37.0,25.0,2003,1,1,0,Wednesday
THEFT,RESIDENCE,False,False,2514,25.0,30.0,19.0,2004,4,4,9,Sunday
THEFT,RESIDENCE,False,False,834,8.0,18.0,70.0,2004,8,1,0,Sunday
THEFT,RESIDENCE,False,False,1022,10.0,24.0,29.0,2003,5,6,14,Tuesday
THEFT,STREET,False,False,1323,12.0,27.0,24.0,2003,12,21,18,Sunday
OFFENSE INVOLVING CHILDREN,APARTMENT,False,False,2534,25.0,30.0,23.0,2004,1,1,0,Thursday
CRIM SEXUAL ASSAULT,APARTMENT,False,False,2221,22.0,21.0,71.0,2004,1,1,0,Thursday
THEFT,RESIDENCE,False,False,1133,11.0,24.0,26.0,2002,3,1,9,Friday
THEFT,RESIDENCE,False,False,1022,10.0,24.0,29.0,2002,1,1,12,Tuesday
DECEPTIVE PRACTICE,RESIDENCE,False,False,2223,22.0,21.0,73.0,2003,1,31,12,Friday
THEFT,RESIDENCE,False,False,2525,25.0,35.0,22.0,2003,1,1,9,Wednesday
THEFT,RESIDENCE,False,False,1712,17.0,39.0,13.0,2004,9,2,8,Thursday
THEFT,RESIDENCE,False,False,2432,24.0,40.0,1.0,2004,9,27,0,Monday
THEFT,AIRPORT/AIRCRAFT,False,False,1651,16.0,41.0,76.0,2004,4,15,0,Thursday
THEFT,OTHER,False,False,823,8.0,13.0,65.0,2001,12,2,12,Sunday
THEFT,RESIDENCE,False,False,411,4.0,8.0,45.0,2004,2,16,0,Monday
SEX OFFENSE,RESIDENCE,False,True,724,7.0,17.0,67.0,2004,12,1,1,Wednesday
THEFT,RESIDENCE,False,False,731,7.0,6.0,69.0,2004,10,7,0,Thursday
THEFT,RESIDENCE,False,False,1633,16.0,38.0,15.0,2002,1,1,9,Tuesday
THEFT,RESIDENCE,False,True,825,8.0,15.0,66.0,2004,8,19,0,Thursday
DECEPTIVE PRACTICE,ATM (AUTOMATIC TELLER MACHINE),False,False,1213,12.0,27.0,28.0,2002,5,30,12,Thursday
THEFT,RESIDENCE,False,False,421,4.0,7.0,43.0,2001,2,1,0,Thursday
THEFT,RESIDENCE,False,False,1011,10.0,24.0,29.0,2004,1,1,0,Thursday
THEFT,RESIDENCE,False,False,423,4.0,10.0,46.0,2004,5,30,0,Sunday
THEFT,RESIDENCE,False,False,132,1.0,2.0,32.0,2004,4,1,12,Thursday
THEFT,RESIDENCE,False,False,2022,20.0,48.0,77.0,2003,12,1,0,Monday
MOTOR VEHICLE THEFT,VACANT LOT/LAND,False,False,1021,10.0,24.0,29.0,2004,1,8,9,Thursday
THEFT,COMMERCIAL / BUSINESS OFFICE,True,False,1213,12.0,2.0,28.0,2001,1,1,0,Monday
THEFT,RESIDENCE,False,False,624,6.0,6.0,44.0,2004,1,6,12,Tuesday
THEFT,RESIDENCE,False,False,2234,22.0,34.0,75.0,2002,3,1,0,Friday
THEFT,RESIDENCE,False,False,413,4.0,8.0,48.0,2003,1,10,0,Friday
THEFT,RESIDENCE,False,False,813,8.0,13.0,64.0,2003,1,1,0,Wednesday
OFFENSE INVOLVING CHILDREN,RESIDENCE,False,True,2212,22.0,19.0,75.0,2004,11,4,10,Thursday
